"","ensembl","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","Gene.stable.ID.version","Chromosome.scaffold.name","Gene.start..bp.","Gene.description","Gene.end..bp.","Strand","Transcript.count","Gene.type","Gene.name"
ENSG00000126856	ENSG00000126856.14	16	90056566	PR/SET domain 7 [Source:HGNC Symbol;Acc:HGNC:9351]	90092072	-1	6	protein_coding	PRDM7
ENSG00000233110	ENSG00000233110.1	4	185587909	novel transcript, antisense to SORBS2	185594003	1	1	lncRNA	AC093797.1
ENSG00000268218	ENSG00000268218.1	16	89268104	novel transcript, antisense to ANKRD11	89273044	1	1	lncRNA	AC137932.3
ENSG00000197859	ENSG00000197859.10	9	133532164	ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]	133575519	1	4	protein_coding	ADAMTSL2
ENSG00000270832	ENSG00000270832.1	16	89458870	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic (CMPK1) pseudogene	89459437	1	1	processed_pseudogene	AC092120.2
ENSG00000260279	ENSG00000260279.4	16	89296128	novel transcript, antisense to ANKRD11	89298317	1	3	lncRNA	AC137932.1
ENSG00000231550	ENSG00000231550.1	2	169767185	patched domain containing 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44946]	169768799	-1	1	processed_pseudogene	PTCHD3P2
ENSG00000081721	ENSG00000081721.11	1	161749758	dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]	161757238	1	5	protein_coding	DUSP12
ENSG00000261253	ENSG00000261253.2	16	89321133	uncharacterized LOC100287036 [Source:NCBI gene;Acc:100287036]	89325110	1	2	lncRNA	AC137932.2
ENSG00000213160	ENSG00000213160.10	2	169694488	kelch like family member 23 [Source:HGNC Symbol;Acc:HGNC:27506]	169776989	1	7	protein_coding	KLHL23
ENSG00000287351	ENSG00000287351.1	16	89430988	novel transcript, antisense to ANKRD11	89453678	1	1	lncRNA	AC092120.3
ENSG00000260664	ENSG00000260664.2	16	72425948	novel transcript	72533892	1	2	lncRNA	AC004158.1
ENSG00000261008	ENSG00000261008.7	16	72236281	long intergenic non-protein coding RNA 1572 [Source:HGNC Symbol;Acc:HGNC:51385]	72665014	-1	18	lncRNA	LINC01572
ENSG00000226889	ENSG00000226889.3	1	161765325	novel transcript	161766227	-1	1	lncRNA	AL359541.1
ENSG00000167522	ENSG00000167522.16	16	89267630	ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]	89490561	-1	42	protein_coding	ANKRD11
ENSG00000154760	ENSG00000154760.14	17	35435096	schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]	35448837	-1	11	protein_coding	SLFN13
ENSG00000226864	ENSG00000226864.2	10	121928312	ATE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49496]	121951965	1	2	transcribed_unitary_pseudogene	ATE1-AS1
ENSG00000168077	ENSG00000168077.14	8	27633868	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	27676776	1	2	protein_coding	SCARA3
ENSG00000163626	ENSG00000163626.16	4	73052362	cytochrome c oxidase assembly factor COX18 [Source:HGNC Symbol;Acc:HGNC:26801]	73069755	-1	5	protein_coding	COX18
ENSG00000261774	ENSG00000261774.1	16	72278268	c-myc binding protein (MYCBP)	72278568	1	1	processed_pseudogene	AC009075.2
ENSG00000277104	ENSG00000277104.4	CHR_HSCHR17_7_CTG4	37411498	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]	37484368	1	16	protein_coding	TADA2A
ENSG00000196990	ENSG00000196990.8	9	133578415	family with sequence similarity 163 member B [Source:HGNC Symbol;Acc:HGNC:33277]	133586197	-1	2	protein_coding	FAM163B
ENSG00000261018	ENSG00000261018.1	9	133611798	novel transcript, antisense to DBH	133633099	-1	1	lncRNA	AC002101.1
ENSG00000213049	ENSG00000213049.3	12	9027532	heterogeneous nuclear ribonucleoprotein A1 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:48763]	9029089	-1	1	processed_pseudogene	HNRNPA1P34
ENSG00000107672	ENSG00000107672.15	10	121957091	NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]	121975217	-1	11	protein_coding	NSMCE4A
ENSG00000258001	ENSG00000258001.1	12	57431116	novel transcript	57433935	1	1	lncRNA	AC126614.1
ENSG00000255776	ENSG00000255776.1	12	9036344	voltage dependent anion channel 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32693]	9037244	1	1	processed_pseudogene	VDAC2P2
ENSG00000270575	ENSG00000270575.1	1	178194342	H3 histone, family 3C (H3F3C) pseudogene	178194709	-1	1	processed_pseudogene	AL160281.1
ENSG00000250325	ENSG00000250325.1	4	82401578	immunoglobulin (CD79A) binding protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43613]	82402456	-1	1	processed_pseudogene	IGBP1P4
ENSG00000224687	ENSG00000224687.2	1	178090677	RASAL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44170]	178093984	-1	4	lncRNA	RASAL2-AS1
ENSG00000276287	ENSG00000276287.1	CHR_HSCHR19_4_CTG3_1	54200068	novel transcript	54200585	-1	1	lncRNA	AC012314.16
ENSG00000214851	ENSG00000214851.4	12	9055586	long intergenic non-protein coding RNA 612 [Source:HGNC Symbol;Acc:HGNC:28621]	9065070	-1	1	lncRNA	LINC00612
ENSG00000139636	ENSG00000139636.15	12	49096551	limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]	49110900	-1	30	protein_coding	LMBR1L
ENSG00000227388	ENSG00000227388.3	9	35772163	novel transcript	35790432	1	5	lncRNA	AL133410.1
ENSG00000075391	ENSG00000075391.16	1	178094141	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]	178484147	1	5	protein_coding	RASAL2
ENSG00000225756	ENSG00000225756.1	9	133654586	DBH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24155]	133657313	-1	1	lncRNA	DBH-AS1
ENSG00000123454	ENSG00000123454.11	9	133635348	dopamine beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:2689]	133659344	1	2	protein_coding	DBH
ENSG00000185697	ENSG00000185697.16	8	66562175	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	66614247	-1	6	protein_coding	MYBL1
ENSG00000268289	ENSG00000268289.1	19	17051994	novel transcript, antisense HAUS8	17055087	1	1	lncRNA	AC020908.1
ENSG00000178607	ENSG00000178607.16	17	64039142	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	64130819	-1	8	protein_coding	ERN1
ENSG00000165629	ENSG00000165629.20	10	7788147	ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]	7807815	1	10	protein_coding	ATP5F1C
ENSG00000131351	ENSG00000131351.15	19	17049729	HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]	17075625	-1	8	protein_coding	HAUS8
ENSG00000107537	ENSG00000107537.14	10	13277796	phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]	13302412	-1	7	protein_coding	PHYH
ENSG00000167434	ENSG00000167434.10	17	60149942	carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375]	60170899	1	6	protein_coding	CA4
ENSG00000286629	ENSG00000286629.1	17	64067619	novel transcript, antisense to ERN1	64070270	1	1	lncRNA	AC005803.1
ENSG00000175189	ENSG00000175189.4	12	57434784	inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]	57452062	1	1	protein_coding	INHBC
ENSG00000273997	ENSG00000273997.1	6	147406531	heat shock 70kDa protein 8 (HSPA8) pseudogene	147406824	1	1	processed_pseudogene	AL355365.1
ENSG00000287421	ENSG00000287421.1	3	106160417	novel transcript	106224375	1	1	lncRNA	AC131237.1
ENSG00000188585	ENSG00000188585.9	1	178479247	C-type lectin domain containing 20A [Source:HGNC Symbol;Acc:HGNC:34521]	178499634	-1	4	protein_coding	CLEC20A
ENSG00000244652	ENSG00000244652.1	3	106325737	TM2 domain containing 1 (TM2D1) pseudogene	106326293	-1	1	processed_pseudogene	AC079382.1
ENSG00000276742	ENSG00000276742.1	10	121956782	novel transcript, antisense to NSMCE4A	121957098	1	1	lncRNA	AL731566.2
ENSG00000273891	ENSG00000273891.1	10	121965764	novel transcript, antisense to NSMCE4A	121967700	1	1	lncRNA	AL731566.1
ENSG00000286854	ENSG00000286854.1	3	106367979	novel transcript	106427977	-1	1	lncRNA	AC079382.2
ENSG00000213058	ENSG00000213058.3	1	178411616	ribosomal protein S14 (RPS14) pseudogene	178411972	1	1	processed_pseudogene	AL365357.1
ENSG00000248377	ENSG00000248377.1	3	134385197	high mobility group nucleosome binding domain 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:39352]	134385494	1	1	processed_pseudogene	HMGN1P9
ENSG00000254582	ENSG00000254582.1	11	87329407	proteasome subunit alpha 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43832]	87330052	-1	1	processed_pseudogene	PSMA2P1
ENSG00000214288	ENSG00000214288.4	3	134437605	high mobility group box 3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:39305]	134438211	1	1	processed_pseudogene	HMGB3P13
ENSG00000234363	ENSG00000234363.1	13	20956179	peptidylprolyl isomerase A pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:42646]	20956443	-1	1	processed_pseudogene	PPIAP27
ENSG00000258148	ENSG00000258148.2	12	91193709	GABA(A) receptor-associated protein (GABARAP) pseudogene	91193942	1	1	processed_pseudogene	AC007115.1
ENSG00000255391	ENSG00000255391.1	11	87480736	high-mobility group box 1 (HMGB1) pseudogene	87481297	-1	1	processed_pseudogene	AP003497.1
ENSG00000258100	ENSG00000258100.3	12	91327045	novel transcript	91368607	1	7	lncRNA	AC025035.1
ENSG00000279701	ENSG00000279701.1	11	87490144	novel transcript	87491110	1	1	TEC	AP003497.2
ENSG00000092096	ENSG00000092096.16	14	23346306	solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]	23352912	-1	11	protein_coding	SLC22A17
ENSG00000277575	ENSG00000277575.1	9	67203635	CAS1 domain containing 1 (CASD1) pseudogene	67208072	-1	1	processed_pseudogene	AL162233.1
ENSG00000213621	ENSG00000213621.3	13	20961310	ribosomal protein SA pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:36373]	20962195	1	1	processed_pseudogene	RPSAP54
ENSG00000276386	ENSG00000276386.1	9	67059560	CNTNAP3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49589]	67293468	1	1	unprocessed_pseudogene	CNTNAP3P2
ENSG00000278929	ENSG00000278929.1	11	87565994	novel transcript	87566421	1	1	TEC	AP001784.1
ENSG00000286049	ENSG00000286049.1	12	91423781	novel transcript	91426936	1	1	lncRNA	AC090016.1
ENSG00000255183	ENSG00000255183.1	11	87718354	novel transcript	87719411	-1	1	lncRNA	AP000756.1
ENSG00000277738	ENSG00000277738.1	12	91634887	novel transcript	91635644	1	1	lncRNA	AC126175.1
ENSG00000279341	ENSG00000279341.1	11	87718667	novel transcript	87721233	-1	1	TEC	AP000756.2
ENSG00000254650	ENSG00000254650.1	11	87815035	MT-CYB pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:52309]	87816157	-1	1	processed_pseudogene	MTCYBP41
ENSG00000273999	ENSG00000273999.1	9	67211663	RNA binding motif protein 17 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50367]	67213067	-1	1	processed_pseudogene	RBM17P2
ENSG00000263709	ENSG00000263709.1	17	29140483	novel transcript, antisense to MYO18A	29155489	1	1	lncRNA	AC024619.3
ENSG00000271780	ENSG00000271780.1	14	101948347	novel transcript	101949425	1	1	lncRNA	AL118558.3
ENSG00000272444	ENSG00000272444.1	14	101952416	novel transcript	101953063	1	1	lncRNA	AL118558.4
ENSG00000282790	ENSG00000282790.1	CHR_HSCHR17_7_CTG4	37412556	novel transcript, antisense TADA2A	37413214	-1	1	lncRNA	AC068400.1
ENSG00000282015	ENSG00000282015.1	CHR_HSCHR17_7_CTG4	37458806	ribosomal protein L24 (RPL24) pseudogene	37459566	1	1	processed_pseudogene	AC004099.1
ENSG00000227436	ENSG00000227436.1	7	23619333	FCF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44613]	23622826	1	1	processed_pseudogene	FCF1P1
ENSG00000137193	ENSG00000137193.14	6	37170152	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	37175428	1	3	protein_coding	PIM1
ENSG00000224896	ENSG00000224896.2	1	170115636	sialic acid binding Ig like lectin 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:15623]	170116576	1	1	processed_pseudogene	SIGLEC30P
ENSG00000169193	ENSG00000169193.12	7	23597382	coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]	23644708	1	8	protein_coding	CCDC126
ENSG00000071677	ENSG00000071677.1	2	237566574	prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]	237567175	1	1	protein_coding	PRLH
ENSG00000245105	ENSG00000245105.4	12	9065163	A2M antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27057]	9068689	1	4	lncRNA	A2M-AS1
ENSG00000175899	ENSG00000175899.14	12	9067664	alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]	9116229	-1	13	protein_coding	A2M
ENSG00000220494	ENSG00000220494.4	6	147406889	Yes associated protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38016]	147408281	1	1	processed_pseudogene	YAP1P1
ENSG00000279861	ENSG00000279861.1	19	47487638	TEC	47489519	-1	1	TEC	AC073548.1
ENSG00000125352	ENSG00000125352.5	X	119870475	ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]	119871827	-1	1	protein_coding	RNF113A
ENSG00000260465	ENSG00000260465.1	16	66720897	novel transcript	66731785	1	1	lncRNA	AC018557.1
ENSG00000125356	ENSG00000125356.7	X	119871832	NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]	119876662	1	1	protein_coding	NDUFA1
ENSG00000287965	ENSG00000287965.1	16	66729152	novel transcript, antisense to DYNC1LI2	66741416	1	1	lncRNA	AC018557.3
ENSG00000105402	ENSG00000105402.8	19	47487637	NSF attachment protein alpha [Source:HGNC Symbol;Acc:HGNC:7641]	47515091	-1	22	protein_coding	NAPA
ENSG00000226249	ENSG00000226249.1	6	147741434	novel transcript	147743324	-1	1	lncRNA	AL365271.1
ENSG00000203727	ENSG00000203727.4	6	147508690	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	147737547	1	2	protein_coding	SAMD5
ENSG00000135720	ENSG00000135720.13	16	66720893	dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]	66751609	-1	15	protein_coding	DYNC1LI2
ENSG00000229808	ENSG00000229808.1	1	161890833	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) pseudogene	161892196	1	2	transcribed_processed_pseudogene	AL391825.1
ENSG00000102290	ENSG00000102290.22	X	91779261	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	92623230	1	8	protein_coding	PCDH11X
ENSG00000228953	ENSG00000228953.1	7	23655682	riboflavin kinase (RFK) pseudogene	23655861	1	1	processed_pseudogene	AC006026.2
ENSG00000118217	ENSG00000118217.6	1	161766320	activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]	161964070	1	2	protein_coding	ATF6
ENSG00000227681	ENSG00000227681.5	6	147660703	novel transcript	147953937	1	4	lncRNA	AL033504.1
ENSG00000267312	ENSG00000267312.1	17	35459481	adenylosuccinate synthase (ADSS) pseudogene	35460550	-1	1	processed_pseudogene	AC015911.4
ENSG00000266402	ENSG00000266402.3	17	64145970	small nucleolar RNA host gene 25 [Source:HGNC Symbol;Acc:HGNC:51534]	64146476	1	2	lncRNA	SNHG25
ENSG00000267554	ENSG00000267554.1	17	35470069	RAB32, member RAS oncogene family (RAB32) pseudogene	35470628	-1	1	processed_pseudogene	AC015911.8
ENSG00000182923	ENSG00000182923.17	3	134485721	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]	134575017	1	17	protein_coding	CEP63
ENSG00000267369	ENSG00000267369.1	17	35498218	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa (TAF5L) pseudogene	35499175	1	1	processed_pseudogene	AC015911.7
ENSG00000255987	ENSG00000255987.1	17	35514766	TOMM20 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50519]	35515186	-1	1	processed_pseudogene	TOMM20P2
ENSG00000253560	ENSG00000253560.1	8	27697217	coenzyme Q6 homolog, monooxygenase (S. cerevisiae) (COQ6) pseudogene	27697526	-1	1	processed_pseudogene	AC013643.1
ENSG00000205045	ENSG00000205045.9	17	35464249	schlafen family member 12 like [Source:HGNC Symbol;Acc:HGNC:33920]	35522379	-1	5	protein_coding	SLFN12L
ENSG00000279302	ENSG00000279302.3	8	27701194	TEC	27703789	1	1	TEC	AC013643.3
ENSG00000286030	ENSG00000286030.2	17	35522279	schlafen family member pseudogene	35522969	-1	1	transcribed_unprocessed_pseudogene	AC015911.10
ENSG00000100842	ENSG00000100842.13	14	23356403	embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]	23365752	-1	3	protein_coding	EFS
ENSG00000267349	ENSG00000267349.1	17	35477994	novel transcript	35478444	1	1	lncRNA	AC015911.5
ENSG00000286065	ENSG00000286065.1	17	35474904	novel transcript	35537861	-1	1	lncRNA	AC015911.11
ENSG00000230543	ENSG00000230543.1	X	92515323	sorting nexin 3 pseudogene 1 X-linked [Source:HGNC Symbol;Acc:HGNC:41516]	92515497	-1	1	processed_pseudogene	SNX3P1X
ENSG00000229132	ENSG00000229132.2	X	92113246	eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]	92114461	-1	1	processed_pseudogene	EIF4A1P10
ENSG00000267074	ENSG00000267074.1	17	35499690	novel transcript, sense intronic SLFN12L	35510270	-1	1	lncRNA	AC015911.3
ENSG00000136628	ENSG00000136628.18	1	219968600	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]	220046530	-1	6	protein_coding	EPRS
ENSG00000234702	ENSG00000234702.1	X	91982655	voltage dependent anion channel 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37478]	91983505	-1	1	processed_pseudogene	VDAC1P3
ENSG00000267046	ENSG00000267046.1	17	35490009	E2F transcription factor 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3116]	35491238	1	1	processed_pseudogene	E2F3P1
ENSG00000215089	ENSG00000215089.3	X	92459670	keratin 18 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:6431]	92460952	1	1	processed_pseudogene	KRT18P11
ENSG00000224837	ENSG00000224837.1	1	168055901	glycine cleavage system protein H pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44195]	168056422	-1	1	processed_pseudogene	GCSHP5
ENSG00000259018	ENSG00000259018.1	14	23356406	novel transcript, antisense to EFS	23357003	1	1	lncRNA	AL049829.2
ENSG00000271009	ENSG00000271009.3	16	73060245	novel transcript	73062316	1	1	lncRNA	AC116667.1
ENSG00000287976	ENSG00000287976.1	6	148001716	novel transcript	148018985	1	1	lncRNA	AL445123.2
ENSG00000280092	ENSG00000280092.1	16	73005601	novel transcript	73006141	-1	1	TEC	AC002044.3
ENSG00000234675	ENSG00000234675.1	6	148017422	novel transcript	148020974	-1	1	lncRNA	AL445123.1
ENSG00000143164	ENSG00000143164.15	1	167935783	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]	168075843	1	12	protein_coding	DCAF6
ENSG00000260848	ENSG00000260848.2	16	73543927	novel transcript	73569309	1	3	lncRNA	AC092114.1
ENSG00000261188	ENSG00000261188.1	22	26512537	novel transcript, antisense to TFIP11	26514568	1	2	lncRNA	Z95115.1
ENSG00000230332	ENSG00000230332.8	CHR_HSCHR6_MHC_MCF_CTG1	30148763	ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]	30154384	-1	2	protein_coding	RNF39
ENSG00000284675	ENSG00000284675.1	16	73123296	novel transcript	73137580	1	1	lncRNA	AC116667.2
ENSG00000279120	ENSG00000279120.1	16	73293866	novel transcript	73294296	-1	1	TEC	AC009033.1
ENSG00000230205	ENSG00000230205.1	6	148133809	novel transcript	148137404	-1	1	lncRNA	AL359382.1
ENSG00000283457	ENSG00000283457.2	16	73794057	novel transcript	73809733	1	2	lncRNA	AC087565.2
ENSG00000287473	ENSG00000287473.1	6	148155120	novel transcript	148157084	-1	1	lncRNA	AL359382.2
ENSG00000260880	ENSG00000260880.5	16	73092349	hepatocellular carcinoma associated transcript 5 [Source:HGNC Symbol;Acc:HGNC:48612]	73099337	1	5	lncRNA	HCCAT5
ENSG00000255356	ENSG00000255356.2	12	7896608	Nanog homeobox (NANOG) pseudogene	7896956	-1	1	processed_pseudogene	AC007536.1
ENSG00000241828	ENSG00000241828.2	12	7860437	ribosomal protein S20 (RPS20) pseudogene	7860764	1	1	processed_pseudogene	AC006517.1
ENSG00000237403	ENSG00000237403.6	CHR_HSCHR6_MHC_MCF_CTG1	30145206	protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]	30148830	1	6	protein_coding	PPP1R11
ENSG00000176654	ENSG00000176654.12	12	7890801	Nanog homeobox pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23099]	7900140	1	2	transcribed_unprocessed_pseudogene	NANOGP1
ENSG00000259768	ENSG00000259768.6	16	72665123	novel transcript, antisense to ZFHX3	72822781	1	3	lncRNA	AC004943.2
ENSG00000279591	ENSG00000279591.1	16	73015047	novel transcript	73016016	-1	1	TEC	AC002044.2
ENSG00000258779	ENSG00000258779.8	16	73386771	long intergenic non-protein coding RNA 1568 [Source:HGNC Symbol;Acc:HGNC:51371]	73504954	1	23	lncRNA	LINC01568
ENSG00000260558	ENSG00000260558.2	16	66738238	novel transcript	66739722	1	2	lncRNA	AC018557.2
ENSG00000173262	ENSG00000173262.11	12	7812512	solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]	7891148	-1	21	protein_coding	SLC2A14
ENSG00000238231	ENSG00000238231.2	1	27990158	interferon-induced transmembrane protein pseudogene	27990524	-1	1	processed_pseudogene	AL512288.2
ENSG00000203740	ENSG00000203740.3	1	170146001	methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]	170167790	1	2	protein_coding	METTL11B
ENSG00000268061	ENSG00000268061.5	19	47484282	NAPA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44118]	47501597	1	2	lncRNA	NAPA-AS1
ENSG00000111961	ENSG00000111961.18	6	148272304	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]	148552048	1	11	protein_coding	SASH1
ENSG00000158161	ENSG00000158161.16	1	27970344	EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]	28088637	-1	8	protein_coding	EYA3
ENSG00000267035	ENSG00000267035.1	17	35540039	novel transcript	35540797	-1	1	lncRNA	AC015911.2
ENSG00000150457	ENSG00000150457.9	13	20973036	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]	21061586	-1	2	protein_coding	LATS2
ENSG00000271166	ENSG00000271166.1	9	71804283	glucosamine-6-phosphate deaminase 2 (GNPDA2) pseudogene	71804826	1	1	processed_pseudogene	AL671309.1
ENSG00000135048	ENSG00000135048.14	9	71683366	cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]	71816690	-1	13	protein_coding	CEMIP2
ENSG00000233851	ENSG00000233851.1	13	21005157	LATS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39912]	21018122	1	1	lncRNA	LATS2-AS1
ENSG00000255022	ENSG00000255022.1	11	87816224	mitochondrially encoded NADH dehydrogenase 6 (MT-ND6) pseudogene	87816524	1	1	processed_pseudogene	AP000676.2
ENSG00000253875	ENSG00000253875.2	8	27732915	novel transcript	27758552	1	1	lncRNA	AC013643.2
ENSG00000279793	ENSG00000279793.1	11	87816999	novel transcript	87817567	1	1	TEC	AP000676.3
ENSG00000140836	ENSG00000140836.17	16	72782885	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]	73891871	-1	9	protein_coding	ZFHX3
ENSG00000168078	ENSG00000168078.10	8	27809624	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]	27838082	-1	4	protein_coding	PBK
ENSG00000254794	ENSG00000254794.1	11	87917948	mitochondrially encoded cytochrome b (MT-CYB) pseudogene	87917999	-1	1	processed_pseudogene	AP000676.1
ENSG00000280307	ENSG00000280307.1	11	87879473	novel transcript	87880095	-1	1	TEC	AP000676.4
ENSG00000285835	ENSG00000285835.1	11	87847259	novel transcript	88045608	-1	1	lncRNA	AP000676.5
ENSG00000255516	ENSG00000255516.1	11	88050106	novel transcript	88062110	1	1	lncRNA	AP005436.3
ENSG00000255102	ENSG00000255102.1	11	88061774	novel transcript	88098147	-1	1	lncRNA	AP005436.1
ENSG00000180172	ENSG00000180172.7	13	21094315	ribosomal protein S12 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:35573]	21094714	-1	1	processed_pseudogene	RPS12P23
ENSG00000225585	ENSG00000225585.1	13	21103003	inositol 1,3,4,5,6-pentakisphosphate 2-kinase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39390]	21104371	-1	1	processed_pseudogene	IPPKP1
ENSG00000225057	ENSG00000225057.2	2	238231684	novel transcript	238255633	1	2	lncRNA	AC012485.1
ENSG00000283635	ENSG00000283635.1	2	238289127	novel transcript, antisense to PER2	238300185	1	1	lncRNA	AC012485.3
ENSG00000224658	ENSG00000224658.1	6	148237585	novel transcript	148283408	-1	1	lncRNA	AL513164.1
ENSG00000144485	ENSG00000144485.11	2	238238267	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	238240662	-1	9	protein_coding	HES6
ENSG00000215223	ENSG00000215223.3	6	148478693	cytochrome P450 family 51 subfamily A member 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:41991]	148480763	1	1	processed_pseudogene	CYP51A1P3
ENSG00000123892	ENSG00000123892.12	11	88113251	RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]	88175443	-1	3	protein_coding	RAB38
ENSG00000261692	ENSG00000261692.1	16	89420075	novel transcript	89422226	-1	1	lncRNA	AC092120.1
ENSG00000259817	ENSG00000259817.3	16	73812560	novel transcript	73816054	1	1	lncRNA	AC087565.1
ENSG00000279733	ENSG00000279733.1	11	88165575	novel transcript	88167691	-1	1	TEC	AP001642.1
ENSG00000279206	ENSG00000279206.1	16	72772673	novel transcript	72773272	1	1	lncRNA	AC004943.3
ENSG00000255241	ENSG00000255241.1	11	88098591	novel transcript	88115835	1	1	lncRNA	AP005436.2
ENSG00000261764	ENSG00000261764.1	16	72728616	keratin 18 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:33386]	72729894	1	1	transcribed_processed_pseudogene	KRT18P18
ENSG00000261227	ENSG00000261227.2	16	73232055	novel transcript	73233970	1	2	lncRNA	AC140912.1
ENSG00000259209	ENSG00000259209.3	16	72805998	novel transcript, antisense to ZFHX3	72809872	1	3	lncRNA	AC004943.1
ENSG00000279757	ENSG00000279757.1	16	72973374	novel transcript	72973832	-1	1	TEC	AC132068.1
